carat,cut,color,clarity,depth,table,price,x,y,z,clarity_measure,color_measure
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,3.5676299999999994,2.895997005,2,6
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,3.5186200000000003,2.8347020300000003,2,6
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,3.520439999999999,2.8522155199999997,2,6
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,3.308555,2.6767277725,5,4
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,3.17138,2.55789073,6,6
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,3.5499649999999994,2.8690541675,3,3
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,3.57822,2.88859998,4,2
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,3.58204,2.89274832,4,2
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,3.4427399999999997,2.7203055599999995,6,3
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,3.6721999999999992,2.959171,1,4
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,4.12488,3.4761145600000005,1,5
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,3.721580000000001,3.0563808600000004,3,2
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,3.62235,2.918897625,4,1
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,3.6076000000000006,2.841304,1,5
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,3.7408799999999998,3.02979456,1,4
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,3.642814999999999,2.9565962425,2,6
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,3.35412,2.70550896,7,3
0.9,Good,I,SI2,62.2,59.0,2800,6.07,3.7879799999999992,3.06583178,1,1
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,3.501859999999999,2.8306784599999997,4,5
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,3.800600000000001,3.0559889000000005,1,1
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,3.759805,3.0370642575,2,3
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,3.7389,3.0185901,2,3
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,3.7406250000000005,3.0283203125,2,2
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,3.59159,2.9347850550000003,4,3
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,3.6678300000000004,2.96263947,4,1
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,3.38912,2.7471558799999998,7,3
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,3.44855,2.7548722499999996,4,3
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,3.87873,3.110489555,0,4
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,3.6125,2.94140625,3,4
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,3.5927100000000003,2.932074585,3,4
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,3.5907800000000005,2.87527556,2,2
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,3.530385,2.8660345425,3,4
0.71,Good,F,VS2,57.8,60.0,2801,5.9,3.4015299999999993,2.68814217,3,4
0.71,Good,F,VS2,63.8,58.0,2801,5.64,3.58875,2.94397125,3,4
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,3.557620000000001,2.90375268,3,4
1.04,Premium,G,I1,62.2,58.0,2801,6.46,4.0025699999999995,3.25385927,0,3
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,3.9840849999999994,3.2502174774999997,1,0
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,3.7197900000000006,2.9679821050000004,1,3
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,3.2404649999999995,2.6185139174999996,7,4
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,3.591,2.955015,3,5
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,3.59736,2.94133632,4,4
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,3.54756,2.8863426199999997,3,4
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,3.660775000000001,2.9847460625000006,2,5
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,3.5124899999999997,2.838953185,3,3
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,3.55419,2.84643957,2,5
0.7,Good,G,VS1,65.1,58.0,2803,5.56,3.629324999999999,2.991125287499999,4,3
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,3.5588100000000003,2.89800753,3,4
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,3.3813999999999993,2.6771059999999993,3,4
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,3.541200000000001,2.8832544,4,3
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,3.6197649999999992,2.9270029724999995,3,3
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,3.46821,2.778823895,3,3
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,3.64192,2.94026368,3,3
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,3.5877499999999998,2.936160625,4,3
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,3.84396,3.12678156,1,6
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,3.59832,2.94064408,3,5
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,3.6288,2.972416,3,5
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,3.7,2.99375,1,5
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,3.557330000000001,2.8805432950000003,2,6
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,3.5508349999999993,2.8662225974999997,4,4
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,3.56095,2.89570545,4,4
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,3.717675,2.9912600625,3,2
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,3.4709000000000003,2.7910245,2,6
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,3.5796100000000006,2.8983987100000004,2,6
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,3.5577749999999995,2.8682908124999997,2,6
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,3.9606049999999993,3.3281885824999993,2,1
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,3.5878549999999994,2.9115782674999995,3,4
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,3.580915,2.9033931925,3,4
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,3.57822,2.88859998,1,5
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,3.1609949999999998,2.4950420325000002,6,5
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,3.578125,2.9150390625,3,4
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,3.59216,2.93029824,3,3
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,3.5346349999999997,2.8578409925,3,4
0.82,Good,G,VS2,64.0,57.0,2805,5.92,3.7791999999999994,3.103744,3,3
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,3.6968749999999995,2.9958984374999997,2,3
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,3.56025,2.85130575,6,2
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,3.52968,2.8489014399999997,2,4
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,3.53918,2.86094498,4,4
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,3.5220000000000002,2.8085999999999998,4,4
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,3.8378000000000005,3.1097941000000002,1,0
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,3.69892,3.00464088,3,2
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,3.5185000000000004,2.839135,4,4
1.0,Fair,G,I1,66.4,59.0,2808,6.16,4.067,3.3953640000000003,0,3
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,3.651840000000001,2.9898932800000004,3,3
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,3.3007799999999996,2.6524325099999997,5,5
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,3.6093200000000003,2.9497104600000004,2,6
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,3.6724200000000007,3.0043235100000003,2,4
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,3.6112,2.8893152000000004,1,6
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,3.5327400000000004,2.84462659,2,4
1.2,Fair,F,I1,64.6,56.0,2809,6.73,4.32497,3.5707553099999996,0,4
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,3.5009699999999997,2.82146973,4,4
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,3.477195,2.7695349025,4,4
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,3.59711,2.902093435,1,6
0.7,Good,F,VS1,62.8,61.0,2810,5.57,3.5105199999999996,2.85128328,4,4
0.8,Good,G,SI1,62.7,57.0,2810,5.84,3.689895,2.9876220824999997,2,3
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,3.6391599999999995,2.9668537199999996,2,4
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,3.787775,3.1012685625,2,6
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,4.010985000000001,3.3345985725000005,3,0
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,4.177934999999999,3.537091867499999,1,1
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,3.5311500000000002,2.86686225,4,3
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,3.4510000000000005,2.7372975,3,4
0.7,Good,E,SI1,63.5,59.0,2812,5.49,3.498849999999999,2.8539598749999997,2,5
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,3.4922200000000005,2.81420487,3,4
0.32,Premium,I,SI1,62.7,58.0,554,4.37,2.7305850000000005,2.2260333975,2,1
0.32,Premium,I,SI1,62.8,58.0,554,4.39,2.7412199999999993,2.23920308,2,1
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,2.7206399999999995,2.21227968,2,1
0.32,Premium,I,SI1,61.0,59.0,554,4.39,2.66875,2.15291875,2,1
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,2.760625000000001,2.2560221875,2,1
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,2.6981150000000005,2.1755229025,2,1
0.3,Premium,H,SI1,60.9,59.0,554,4.31,2.6186999999999996,2.1097891499999997,2,2
0.3,Premium,H,SI1,60.1,55.0,554,4.41,2.6413949999999993,2.1189441975,2,2
0.3,Premium,H,SI1,62.9,58.0,554,4.28,2.679540000000001,2.1887753300000004,2,2
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,2.7092399999999994,2.21525946,2,2
0.3,Good,H,SI1,63.8,55.0,554,4.26,2.698740000000001,2.2198380600000003,2,2
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,2.6701050000000004,2.1826630225,2,2
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,2.6881600000000008,2.19939672,2,2
0.32,Good,I,SI1,63.9,55.0,554,4.36,2.7796499999999993,2.281118175,2,1
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,2.959480000000001,2.39751036,1,2
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,2.664795,2.1494140525,4,5
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,2.6363999999999983,2.1329567999999997,4,5
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,2.67903,2.16270027,2,4
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,2.7582750000000003,2.2226945625,3,2
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,2.751219999999999,2.20194844,3,2
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,2.7810000000000015,2.2436490000000004,4,1
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,2.7993000000000006,2.262783,4,1
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,2.6788999999999996,2.17081235,4,3
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,2.6395599999999995,2.12506448,4,4
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,2.769420000000001,2.22081426,2,3
0.43,Very Good,E,I1,58.4,62.0,555,4.94,2.9024800000000006,2.29000416,0,5
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,2.69853,2.17003871,3,4
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,2.8195449999999997,2.2777791775,3,1
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,2.6597999999999997,2.151338,3,3
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,2.5245750000000005,2.0339818125,4,5
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,3.53864,2.85914636,3,4
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,3.4621650000000006,2.7776992425,3,4
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,3.559919999999999,2.88597504,2,6
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,3.6822500000000007,2.8606187500000004,2,0
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,3.460329999999999,2.7484366899999997,3,5
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,3.1806,2.5824860000000003,6,4
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,3.764409999999999,3.0092585899999995,1,3
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,3.78815,3.1028435500000002,2,5
0.91,Good,I,VS2,64.3,58.0,2813,6.09,3.90301,3.212752715,3,1
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,3.6293700000000007,2.95119407,2,5
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,3.618705000000001,2.9303504925,2,5
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,3.571295,2.8812606225,2,5
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,3.22875,2.601065625,6,6
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,3.49245,2.756066625,1,4
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,3.5786000000000007,2.8902131,4,3
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,3.4911199999999987,2.7908182399999997,2,2
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,3.5182200000000003,2.8299935400000003,2,2
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,3.5424000000000007,2.8512630000000003,2,2
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,3.52743,2.83896101,2,2
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,3.939,3.2561750000000003,3,0
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,3.6819999999999995,2.88456,1,4
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,3.7594899999999996,3.0158664899999996,1,2
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,3.4717649999999995,2.7581044974999998,3,5
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,3.552390000000001,2.7299745450000006,1,5
1.02,Premium,G,I1,60.3,58.0,2815,6.55,3.9345749999999997,3.1610993625,0,3
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,3.6410199999999993,2.9321631399999997,5,1
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,3.32353,2.657480765,5,3
0.71,Good,D,VS1,63.4,55.0,2816,5.61,3.5820999999999996,2.9138957,4,6
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,3.6407999999999996,2.9522459999999997,2,4
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,3.8529149999999994,3.1390488524999998,1,2
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,3.7625,3.06328125,2,2
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,3.5278150000000013,2.8528452975000005,2,5
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,3.53073,2.82058973,5,1
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,3.5425500000000003,2.884999425,3,5
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,3.5324099999999996,2.872780715,3,5
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,3.3825000000000003,2.7252187500000002,5,4
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,3.4602400000000015,2.758791040000001,2,5
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,3.53805,2.87000745,2,5
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,3.5216849999999997,2.8479014525,2,5
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,3.5305,2.8552535,2,5
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,3.8810399999999996,3.16544656,3,0
0.71,Good,E,SI1,62.8,64.0,2817,5.6,3.497960000000001,2.8567594400000003,2,5
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,3.52248,2.86493376,3,5
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,3.4127149999999995,2.7256399974999996,3,5
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,3.5405999999999986,2.8918889999999995,3,5
1.0,Premium,H,I1,61.3,60.0,2818,6.43,3.92933,3.175134645,0,2
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,3.7299700000000007,2.9916761050000003,1,4
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,3.68135,2.97416175,2,2
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,3.5444150000000008,2.8947885175000003,4,5
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,3.498519999999999,2.8037389599999996,4,5
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,3.5009699999999997,2.84000973,3,4
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,3.548819999999999,2.89323507,4,5
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,4.068190000000001,3.3982740350000005,1,2
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,3.6110800000000003,2.95109452,4,3
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,3.58225,2.9007658750000003,4,2
0.7,Good,F,VS1,59.7,63.0,2819,5.76,3.4476750000000003,2.7484909875,4,4
0.86,Good,F,SI2,64.3,60.0,2819,5.97,3.83228,3.15143302,1,4
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,3.5695750000000004,2.9027013375000004,4,3
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,3.5897999999999994,2.9108379999999996,2,5
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,3.542,2.868096,3,5
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,3.221894999999999,2.6065765025,6,5
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,3.5523349999999994,2.8756856775,2,5
0.73,Good,E,SI1,63.6,57.0,2821,5.72,3.6315599999999995,2.9737960799999996,2,5
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,3.50746,2.80938308,2,5
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,3.56095,2.90192545,2,5
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,3.5971100000000007,2.9113484350000003,2,6
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,3.621360000000001,2.9645097600000003,2,5
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,3.4808000000000003,2.8031232,4,5
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,3.5094600000000007,2.81886219,3,5
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,3.5200199999999997,2.83794609,3,5
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,3.57864,2.9167756799999998,3,5
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,3.440429999999999,2.76029943,3,5
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,3.3387000000000002,2.699697,5,4
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,3.568959999999999,2.8633638399999994,6,1
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,3.580065000000001,2.8969851825000004,2,4
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,3.5676300000000003,2.908537005,2,6
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,3.5186200000000003,2.84083203,2,6
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,3.482569999999999,2.80007357,2,6
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,3.4811449999999997,2.8016525075,2,6
0.9,Good,J,VS2,64.0,61.0,2822,6.04,3.8624,3.168768,3,0
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,3.5186900000000003,2.82298569,2,6
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,3.5085750000000004,2.8408618125,3,5
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,3.5588100000000003,2.90113753,3,5
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,3.4596149999999994,2.7699650774999998,2,6
0.7,Good,E,SI1,61.4,64.0,2822,5.71,3.49059,2.82458113,2,5
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,3.503125,2.8509765625,2,6
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,3.5102399999999996,2.85523416,2,6
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,3.4599,2.7860996499999997,3,5
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,3.4905599999999994,2.8150396799999995,3,4
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,3.5182199999999995,2.84534354,2,6
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,3.69264,2.99952896,1,6
0.9,Good,I,SI1,63.8,57.0,2823,6.06,3.888609999999999,3.1736065899999994,2,1
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,3.5417549999999993,2.8819216825,3,5
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,3.4021500000000007,2.731573975,5,5
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,3.9578700000000007,3.29258923,1,2
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,3.47875,2.7977468749999996,2,5
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,3.4975799999999992,2.82669948,3,6
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,3.6328499999999995,2.9413199249999997,5,1
0.74,Good,E,VS1,63.1,58.0,2824,5.73,3.6219400000000004,2.95053707,4,5
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,3.740879999999999,3.0453945599999996,1,4
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,3.67232,2.9555852799999998,1,5
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,3.5422900000000013,2.8836821900000005,4,3
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,3.6389999999999993,2.9156999999999997,2,2
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,3.5805000000000007,2.892455,4,3
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,3.7406249999999996,3.0501953124999996,2,2
1.17,Premium,J,I1,60.2,61.0,2825,6.9,4.1327300000000005,3.3208517300000002,0,0
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,3.8097949999999994,3.0802621675,1,2
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,3.5775900000000007,2.91953567,4,5
0.7,Good,E,VS1,57.2,59.0,2826,5.94,3.3805200000000015,2.6656687200000007,4,5
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,3.78798,3.07827178,1,1
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,3.5018600000000006,2.8493384600000002,4,5
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,3.5384700000000002,2.892325755,3,6
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,3.4214399999999996,2.7328276799999998,4,5
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,3.8862000000000005,3.1928435000000004,1,1
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,3.6206400000000007,2.91555456,2,4
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,3.878730000000001,3.122629555,0,4
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,3.541755,2.8694616825,2,6
0.72,Good,D,VS2,64.0,54.0,2827,5.68,3.6416000000000004,2.9829120000000002,3,6
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,3.712180000000001,3.0273923400000005,5,2
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,3.52044,2.83681552,6,2
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,3.538640000000001,2.8653763600000004,6,2
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,3.4875299999999996,2.79594159,1,6
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,3.911599999999999,3.1728927999999996,1,2
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,3.56095,2.89570545,4,4
0.8,Good,E,SI2,63.7,54.0,2829,5.91,3.7519299999999998,3.077324705,1,5
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,3.3294000000000006,2.6937140000000004,6,5
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,3.5508349999999993,2.8754775974999998,4,4
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,3.621149999999999,2.940605925,1,5
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,3.6300599999999994,2.9136980599999998,1,5
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,3.558225,2.8867785375,3,5
0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,3.6187050000000003,2.9180104925,2,2
0.97,Ideal,F,I1,60.7,56.0,2830,6.41,3.8969400000000007,3.12815629,0,4
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,3.2033400000000007,2.5679520300000003,6,4
0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,3.19815,2.58266835,6,4
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,3.7042650000000004,2.9945442825,3,1
0.9,Premium,G,SI1,60.6,62.0,2830,6.21,3.739020000000001,3.0145530600000003,2,3
0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,3.608480000000001,2.88753792,1,5
0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,3.5697900000000002,2.8875395850000003,2,5
0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,3.5888299999999997,2.88851081,2,5
0.72,Premium,E,SI1,62.1,58.0,2831,5.73,3.5676450000000006,2.8869187725000005,2,5
0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,3.6585599999999996,2.9628650399999996,2,3
0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,3.58125,2.903515625,3,4
0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,3.87162,3.1467886800000002,1,1
0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,3.5397,2.88445185,5,3
0.81,Premium,G,SI1,63.0,60.0,2832,5.87,3.679199999999999,3.0079979999999997,2,3
0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,3.7124999999999986,3.00703125,2,2
0.71,Premium,F,VS1,62.2,58.0,2832,5.72,3.539179999999999,2.8796049799999994,4,4
0.9,Good,J,SI1,64.3,63.0,2832,6.05,3.8772899999999995,3.191623735,2,0
0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,3.6611000000000002,2.951541,3,1
0.56,Very Good,E,IF,61.0,59.0,2833,5.28,3.2390999999999996,2.5983255,7,5
0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,3.4478600000000004,2.7469222799999997,3,6
0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,3.5075000000000003,2.8204875,3,6
0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,3.371905000000001,2.7215576925000002,5,4
0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,3.7781249999999993,3.0619140624999996,1,2
0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,3.4841800000000003,2.79650363,2,4
0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,3.672910000000001,2.9896150100000005,3,3
0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,3.698920000000001,3.0172008800000003,3,2
